num_errors,error_type,dob_error_flag,dob_error_msg
2,"['Document number', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
2,"['Date of birth', 'Gender']",False,
3,"['Nome', 'Cognome', 'Data di nascita']",False,
2,"['Fecha de nacimiento', 'Tipo de documento']",False,
2,"['First name(s)', 'Date of birth']",True,Cannot be before 1900 or after current date.
1,['Fødselsdato'],True,Angi en gyldig fødselsdato.
3,"['Nom', 'Prénom', 'Date de naissance']",True,Une date de naissance valide doit être renseignée.
2,"['Geboortedatum', 'Titel']",False,
3,"['Apellidos', 'Fecha de nacimiento', 'Género']",False,
6,"['Numéro fiscal / numéro de sécurité sociale', 'Prénom', 'Nom de famille', 'Ville', 'Code postal', 'Rue et numéro']",False,
2,"['Nome', 'Data di nascita']",False,
3,"['Nombre', 'Fecha de nacimiento', 'Apellidos']",False,
5,"['Dokumentnummer', 'Art des Dokuments', 'Vorname(n)', 'Nachname', 'Geburtsdatum']",True,Bitte geben Sie ein gültiges Geburtsdatum ein.
1,['Dokumenttyp'],False,
2,"['Codice fiscale / Numero di previdenza sociale', 'Paese']",False,
1,['Fødselsdato'],True,Angiv en gyldig fødselsdato.
2,"['Efternavn', 'Fødselsdato']",True,Angiv en gyldig fødselsdato.
1,['Geslacht'],False,
2,"['Steuernummer / Sozialversicherungsnummer', 'Nachname']",False,
3,"['Last name', 'Date of birth', 'First name(s)']",False,
3,"['Date of birth', 'First name(s)', 'Last name']",False,
3,"['Número de documento', 'Apellidos', 'Tipo de documento']",False,
2,"['Document number', 'Document type']",False,
2,"['Gender', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
3,"['Nombre', 'Apellidos', 'Tipo de documento']",False,
4,"['Città', 'CAP', 'Provincia', 'Via e numero civico']",False,
2,"['Nome', 'Cognome']",False,
2,"['Dokumentnummer', 'Dokumenttyp']",False,
2,"['Efternamn', 'Förnamn']",False,
3,"['Número de documento', 'Tipo de documento', 'Apellidos']",False,
3,"['Last name', 'Date of birth', 'First name(s)']",False,
3,"['Numéro de document', 'Nom', 'Type de document']",False,
4,"['City', 'Postal code', 'Street and number', 'Country']",False,
1,['Födelsedatum'],False,
2,"['First name(s)', 'Last name']",False,
2,"['Fiscal number / Social security number', 'Street and number']",False,
3,"['Data di nascita', 'Nome', 'Cognome']",False,
3,"['Código postal', 'Nombre de la empresa', 'Número a efectos de IVA']",False,
3,"['Achternaam', 'Geboortedatum', 'Titel']",False,
3,"['Vorname(n)', 'Nachname', 'Geburtsdatum']",True,Darf nicht vor 1900 bzw. nach dem heutigen Datum liegen.
3,"['Document number', 'Date of birth', 'Document type']",False,
2,"['Data di nascita', 'Cognome']",False,
4,"['Numero documento', 'Tipo di documento', 'Nome', 'Cognome']",False,
1,['Province'],False,
2,"['Data di nascita', 'Titolo']",False,
3,"['Prénom', 'Nom', 'Date de naissance']",True,Ne peut être antérieur à 1900 ou postérieur à la date actuelle.
4,"['Etternavn', 'Dokumentnummer', 'Dokumenttype', 'Fornavn']",False,
2,"['First name', 'Surname']",False,
2,"['Date de naissance', 'Type de document']",False,
4,"['Last name', 'Document number', 'First name(s)', 'Document type']",False,
6,"['Fiscal number / Social security number', 'First name', 'Surname', 'City', 'Postal code', 'Street and number']",False,
1,['Fornavn(e)'],False,
2,"['Date de naissance', 'Prénom']",False,
3,"['Numéro de document', 'Type de document', 'Date de naissance']",True,Une date de naissance valide doit être renseignée.
6,"['Steuernummer / Sozialversicherungsnummer', 'Vorname', 'Nachname', 'Stadt', 'Postleitzahl (PLZ)', 'Straße und Hausnummer']",False,
3,"['Date de naissance', 'Numéro de document', 'Type de document']",False,
2,"['Nombre', 'Número de documento']",False,
3,"['Document number', 'Last name', 'Document type']",False,
3,"['Stadt', 'Postleitzahl (PLZ)', 'Umsatzsteuernummer']",False,
5,"['Geburtsdatum', 'Geschlecht', 'Vorname(n)', 'Nachname', 'Anrede']",False,
2,"['Etternavn', 'Fødselsdato']",True,Angi en gyldig fødselsdato.
2,"['Fecha de nacimiento', 'Número de documento']",False,
1,['Dokumenttype'],False,
2,"['Nom', 'Date de naissance']",True,Ne peut être antérieur à 1900 ou postérieur à la date actuelle.
2,"['CAP', 'Via e numero civico']",False,
2,"['Fecha de nacimiento', 'Título']",False,
2,"['Sobrenome', 'Nome']",False,
2,"['Date de naissance', 'Prénom']",False,
4,"['Efternamn', 'Dokumentnummer', 'Dokumenttyp', 'Förnamn']",False,
3,"['Date of birth', 'Document number', 'Document type']",False,
5,"['Nome', 'Sobrenome', 'Data de nascimento', 'Sexo', 'Título']",False,
2,"['Voorna(a)m(en', 'Geboortedatum']",True,Voer een geldige geboortedatum in.
5,"['Date of birth', 'Document number', 'First name(s)', 'Last name', 'Document type']",False,
4,"['Numéro de document', 'Type de document', 'Prénom', 'Nom']",False,
3,"['Nombre', 'Apellidos', 'Fecha de nacimiento']",False,
3,"['Date of birth', 'First name(s)', 'Last name']",False,
2,"['Fiscal number / Social security number', 'Surname']",False,
2,"['Apellidos', 'Fecha de nacimiento']",False,
1,['Dokumentnummer'],False,
1,['Nome'],False,
4,"['Fornavn', 'Etternavn', 'Dokumentnummer', 'Dokumenttype']",False,
4,"['Geburtsdatum', 'Vorname(n)', 'Nachname', 'Geschlecht']",False,
3,"['Document number', 'Document type', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
4,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'Via e numero civico']",False,
5,"['Numéro fiscal / numéro de sécurité sociale', 'Ville', 'Code postal', 'Rue et numéro', 'Pays']",False,
3,"['Número de documento', 'Fecha de nacimiento', 'Tipo de documento']",False,
2,"['Geboortedatum', 'Voorna(a)m(en']",False,
4,"['First name(s)', 'Last name', 'Date of birth', 'Document number']",False,
3,"['City', 'Postal code', 'Street and number']",False,
4,"['Cognome', 'Data di nascita', 'Numero documento', 'Tipo di documento']",False,
2,"['Fødselsdato', 'Titel']",False,
6,"['Vorname', 'Nachname', 'Stadt', 'Postleitzahl (PLZ)', 'Straße und Hausnummer', 'Land']",False,
2,"['Fiscal number / Social security number', 'Province']",False,
1,['Data de nascimento'],True,Não pode ser antes de 1900 ou após a data atual.
3,"['Code postal', 'Nom de l’entreprise', 'Numéro de TVA']",False,
2,"['Postal code', 'Vat number']",False,
1,['Födelsedatum'],False,
3,"['Prénom', 'Nom', 'Date de naissance']",True,Ne peut être antérieur à 1900 ou postérieur à la date actuelle.
2,"['Geschlecht', 'Geburtsdatum']",True,Bitte geben Sie ein gültiges Geburtsdatum ein.
4,"['Nome', 'Sobrenome', 'Data de nascimento', 'Título']",False,
2,"['Nom', 'Prénom']",False,
3,"['Vorname(n)', 'Geburtsdatum', 'Nachname']",False,
3,"['Número de documento', 'Tipo de documento', 'Fecha de nacimiento']",False,
3,"['Cognome', 'Data di nascita', 'Nome']",False,
5,"['Numéro de document', 'Type de document', 'Prénom', 'Nom', 'Date de naissance']",True,Une date de naissance valide doit être renseignée.
4,"['Date de naissance', 'Prénom', 'Nom', 'Civilité']",False,
3,"['Efternamn', 'Dokumentnummer', 'Dokumenttyp']",False,
4,"['Nom', 'Date de naissance', 'Sexe', 'Civilité']",False,
3,"['Apellidos', 'Fecha de nacimiento', 'Título']",False,
2,"['Voorna(a)m(en', 'Geboortedatum']",True,De geboortedatum is niet geldig voor het type passagier dat je hebt geselecteerd.
2,"['Company name', 'Vat number']",False,
2,"['Fornavn(e)', 'Efternavn']",False,
1,['Etternavn'],False,
3,"['Città', 'CAP', 'Provincia']",False,
5,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'Via e numero civico', 'Paese']",False,
3,"['Postleitzahl (PLZ)', 'Firmenname', 'Umsatzsteuernummer']",False,
2,"['Gender', 'Title']",False,
3,"['Cognome', 'Data di nascita', 'Titolo']",False,
1,['Documentnummer'],False,
3,"['Città', 'CAP', 'Via e numero civico']",False,
4,"['Fornavn(e)', 'Efternavn', 'Dokumentnummer', 'Dokumenttype']",False,
1,['Land'],False,
4,"['Nombre', 'Apellidos', 'Número de documento', 'Tipo de documento']",False,
5,"['Data de nascimento', 'Número do documento', 'Nome', 'Sobrenome', 'Tipo de documento']",False,
4,"['Número de documento', 'Tipo de documento', 'Apellidos', 'Fecha de nacimiento']",False,
3,"['Vorname(n)', 'Nachname', 'Dokumentnummer']",False,
4,"['Fiscal number / Social security number', 'City', 'Postal code', 'Street and number']",False,
2,"['Steuernummer / Sozialversicherungsnummer', 'Region']",False,
2,"['Art des Dokuments', 'Geburtsdatum']",True,Ihr Geburtsdatum ist für die ausgewählte Altersgruppe nicht gültig.
3,"['Date de naissance', 'Prénom', 'Nom']",False,
2,"['Geboortedatum', 'Voorna(a)m(en']",False,
3,"['Nachname', 'Vorname(n)', 'Geburtsdatum']",True,Bitte geben Sie ein gültiges Geburtsdatum ein.
2,"['Tipo de documento', 'Fecha de nacimiento']",False,
4,"['First name(s)', 'Last name', 'Gender', 'Title']",False,
3,"['Data di nascita', 'Numero documento', 'Tipo di documento']",False,
5,"['Nome', 'Cognome', 'Città', 'CAP', 'Via e numero civico']",False,
2,"['Nombre', 'Tipo de documento']",False,
3,"['Fornavn', 'Etternavn', 'Dokumentnummer']",False,
3,"['Date of birth', 'First name(s)', 'Last name']",False,
1,['Provincia'],False,
3,"['Steuernummer / Sozialversicherungsnummer', 'Postleitzahl (PLZ)', 'Land']",False,
3,"['Numéro fiscal / numéro de sécurité sociale', 'Code postal', 'Rue et numéro']",False,
4,"['Voorna(a)m(en', 'Geboortedatum', 'Documentnummer', 'Documenttype']",False,
2,"['Provincia', 'Nome dell’azienda']",False,
2,"['Postal code', 'Street and number']",False,
4,"['Número fiscal / número de seguridad social', 'Nombre', 'Apellidos', 'Calle y número']",False,
3,"['Numéro de document', 'Date de naissance', 'Type de document']",False,
3,"['Número de documento', 'Nombre', 'Apellidos']",False,
5,"['Fiscal number / Social security number', 'Surname', 'City', 'Postal code', 'Street and number']",False,
3,"['Número de documento', 'Fecha de nacimiento', 'Tipo de documento']",False,
4,"['Cognome', 'Numero documento', 'Tipo di documento', 'Nome']",False,
2,"['Sexe', 'Civilité']",False,
2,"['Code postal', 'Rue et numéro']",False,
4,"['Achternaam', 'Geboortedatum', 'Documentnummer', 'Documenttype']",False,
2,"['City', 'Vat number']",False,
5,"['Steuernummer / Sozialversicherungsnummer', 'Nachname', 'Stadt', 'Postleitzahl (PLZ)', 'Straße und Hausnummer']",False,
4,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'CAP']",False,
2,"['Dokumentnummer', 'Dokumenttype']",False,
3,"['Vorname(n)', 'Geburtsdatum', 'Anrede']",False,
5,"['Fecha de nacimiento', 'Número de documento', 'Nombre', 'Apellidos', 'Tipo de documento']",False,
5,"['Geburtsdatum', 'Dokumentnummer', 'Art des Dokuments', 'Vorname(n)', 'Nachname']",False,
3,"['Apellidos', 'Fecha de nacimiento', 'Número de documento']",False,
5,"['Fiscal number / Social security number', 'City', 'Postal code', 'Street and number', 'Country']",False,
7,"['Número fiscal/Número do CPF', 'Nome', 'Sobrenome', 'Cidade', 'CEP', 'Província', 'Rua e número']",False,
5,"['Numéro de document', 'Nom', 'Date de naissance', 'Type de document', 'Prénom']",False,
3,"['Prénom', 'Nom', 'Date de naissance']",True,Une date de naissance valide doit être renseignée.
2,"['Nom', 'Date de naissance']",True,La date de naissance n'est pas valide pour le type de passager sélectionné.
3,"['Date of birth', 'Last name', 'Title']",False,
3,"['Prénom', 'Nom', 'Civilité']",False,
5,"['Fornavn(e)', 'Efternavn', 'Fødselsdato', 'Dokumentnummer', 'Dokumenttype']",False,
2,"['Fiscal number / Social security number', 'City']",False,
2,"['Tipo de documento', 'Fecha de nacimiento']",False,
2,"['Código postal', 'Calle y número']",False,
3,"['Date de naissance', 'Sexe', 'Civilité']",False,
2,"['Ville', 'Code postal']",False,
3,"['Last name', 'First name(s)', 'Date of birth']",True,Cannot be before 1900 or after current date.
1,['Nome'],False,
1,['Dokumentnummer'],False,
3,"['Provincia', 'Nombre de la empresa', 'Número a efectos de IVA']",False,
2,"['Nachname', 'Geburtsdatum']",True,Darf nicht vor 1900 bzw. nach dem heutigen Datum liegen.
1,['Surname'],False,
4,"['Apellidos', 'Número de documento', 'Nombre', 'Tipo de documento']",False,
4,"['Apellidos', 'Fecha de nacimiento', 'Género', 'Nombre']",False,
5,"['First name(s)', 'Last name', 'Document number', 'Document type', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
1,['Company name'],False,
6,"['Vorname(n)', 'Nachname', 'Geburtsdatum', 'Dokumentnummer', 'Art des Dokuments', 'Anrede']",False,
3,"['Numéro de document', 'Date de naissance', 'Type de document']",False,
1,['Número do documento'],False,
5,"['First name(s)', 'Last name', 'Document number', 'Date of birth', 'Document type']",False,
2,"['Last name', 'Document type']",False,
2,"['Nachname', 'Geburtsdatum']",True,Ihr Geburtsdatum ist für die ausgewählte Altersgruppe nicht gültig.
4,"['Codice fiscale / Numero di previdenza sociale', 'CAP', 'Provincia', 'Via e numero civico']",False,
3,"['Provincia', 'Nome dell’azienda', 'Partita IVA']",False,
3,"['Nome', 'Cognome', 'Data di nascita']",False,
2,"['Document type', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
3,"['Prénom', 'Numéro de document', 'Type de document']",False,
2,"['Voorna(a)m(en', 'Titel']",False,
2,"['Numéro de document', 'Date de naissance']",True,Une date de naissance valide doit être renseignée.
1,['Firmenname'],False,
3,"['Efternamn', 'Födelsedatum', 'Förnamn']",False,
4,"['Geburtsdatum', 'Dokumentnummer', 'Art des Dokuments', 'Anrede']",False,
3,"['Ville', 'Code postal', 'Pays']",False,
2,"['First name(s)', 'Last name']",False,
6,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'Città', 'CAP', 'Paese']",False,
2,"['Fecha de nacimiento', 'Número de documento']",False,
3,"['Apellidos', 'Fecha de nacimiento', 'Nombre']",False,
5,"['Nombre', 'Fecha de nacimiento', 'Número de documento', 'Tipo de documento', 'Apellidos']",False,
4,"['Apellidos', 'Nombre', 'Número de documento', 'Tipo de documento']",False,
5,"['Geburtsdatum', 'Dokumentnummer', 'Vorname(n)', 'Nachname', 'Art des Dokuments']",False,
4,"['Número de documento', 'Apellidos', 'Fecha de nacimiento', 'Tipo de documento']",False,
3,"['Date de naissance', 'Nom', 'Civilité']",False,
4,"['Last name', 'Gender', 'First name(s)', 'Title']",False,
3,"['Numero documento', 'Tipo di documento', 'Cognome']",False,
3,"['City', 'Postal / ZIP code', 'Company name']",False,
2,"['Geburtsdatum', 'Anrede']",False,
6,"['Nombre', 'Apellidos', 'Cuidad', 'Código postal', 'Calle y número', 'País']",False,
3,"['Nome', 'Data di nascita', 'Cognome']",False,
5,"['Prénom', 'Nom de famille', 'Ville', 'Code postal', 'Rue et numéro']",False,
3,"['Date of birth', 'Document type', 'Document number']",False,
5,"['Número de documento', 'Nombre', 'Apellidos', 'Tipo de documento', 'Fecha de nacimiento']",False,
3,"['Codice fiscale / Numero di previdenza sociale', 'Provincia', 'Via e numero civico']",False,
4,"['Last name', 'Document number', 'Document type', 'First name(s)']",False,
2,"['Nome', 'Título']",False,
2,"['Achternaam', 'Geboortedatum']",True,Mag niet voor 1900 of na de huidige datum zijn.
1,['Fødselsdato'],True,Kan ikke være før 1900 eller etter dags dato.
4,"['Numéro de document', 'Nom', 'Prénom', 'Type de document']",False,
5,"['Nombre', 'Apellidos', 'Cuidad', 'Código postal', 'Calle y número']",False,
3,"['Cognome', 'Nome', 'Data di nascita']",False,
4,"['Número do documento', 'Tipo de documento', 'Nome', 'Sobrenome']",False,
3,"['Nombre', 'Fecha de nacimiento', 'Apellidos']",False,
4,"['Document number', 'Document type', 'Last name', 'Date of birth']",True,Please enter a valid date of birth.
2,"['CAP', 'Partita IVA']",False,
2,"['Date of birth', 'Title']",False,
5,"['Last name', 'Document number', 'Document type', 'First name(s)', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
3,"['Voorna(a)m(en', 'Geboortedatum', 'Achternaam']",False,
4,"['Vorname(n)', 'Geburtsdatum', 'Geschlecht', 'Nachname']",False,
2,"['Nombre de la empresa', 'Número a efectos de IVA']",False,
2,"['Last name', 'First name(s)']",False,
2,"['Vorname(n)', 'Nachname']",False,
2,"['Città', 'Paese']",False,
5,"['Tipo de documento', 'Nombre', 'Apellidos', 'Fecha de nacimiento', 'Número de documento']",False,
2,"['Prénom', 'Nom']",False,
5,"['Voorna(a)m(en', 'Achternaam', 'Geboortedatum', 'Geslacht', 'Titel']",False,
1,['Achternaam'],False,
2,"['Nachname', 'Vorname(n)']",False,
5,"['Last name', 'Document number', 'First name(s)', 'Date of birth', 'Document type']",False,
2,"['Apellidos', 'Tipo de documento']",False,
2,"['Data de nascimento', 'Título']",False,
2,"['Förnamn', 'Efternamn']",False,
3,"['Fødselsdato', 'Fornavn(e)', 'Efternavn']",False,
3,"['Numéro de document', 'Type de document', 'Date de naissance']",True,La date de naissance n'est pas valide pour le type de passager sélectionné.
1,['Art des Dokuments'],False,
4,"['Vorname(n)', 'Nachname', 'Dokumentnummer', 'Art des Dokuments']",False,
5,"['Nachname', 'Stadt', 'Postleitzahl (PLZ)', 'Straße und Hausnummer', 'Land']",False,
4,"['Vorname(n)', 'Nachname', 'Dokumentnummer', 'Art des Dokuments']",False,
7,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'Città', 'CAP', 'Provincia', 'Via e numero civico']",False,
2,"['Last name', 'Document number']",False,
4,"['First name(s)', 'Document number', 'Document type', 'Last name']",False,
5,"['Dokumentnummer', 'Vorname(n)', 'Nachname', 'Geburtsdatum', 'Art des Dokuments']",False,
3,"['Nombre', 'Tipo de documento', 'Apellidos']",False,
1,['Sexo'],False,
1,['Pays'],False,
3,"['Nom', 'Date de naissance', 'Civilité']",False,
5,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'CAP', 'Via e numero civico']",False,
3,"['Data di nascita', 'Genere', 'Titolo']",False,
3,"['Last name', 'Gender', 'Title']",False,
2,"['First name(s)', 'Document type']",False,
1,['Numero documento'],False,
3,"['Efternavn', 'Fødselsdato', 'Fornavn(e)']",False,
4,"['Apellidos', 'Cuidad', 'Código postal', 'Calle y número']",False,
3,"['First name(s)', 'Date of birth', 'Last name']",False,
2,"['CAP', 'Nome dell’azienda']",False,
3,"['Cuidad', 'Código postal', 'Nombre de la empresa']",False,
3,"['Voorna(a)m(en', 'Geboortedatum', 'Achternaam']",False,
2,"['Vorname(n)', 'Geburtsdatum']",True,Ihr Geburtsdatum ist für die ausgewählte Altersgruppe nicht gültig.
3,"['Voorna(a)m(en', 'Achternaam', 'Geboortedatum']",True,Mag niet voor 1900 of na de huidige datum zijn.
1,['Nom de famille'],False,
3,"['Numéro fiscal / numéro de sécurité sociale', 'Ville', 'Code postal']",False,
2,"['Firmenname', 'Umsatzsteuernummer']",False,
1,['Postal / ZIP code'],False,
3,"['Voorna(a)m(en', 'Achternaam', 'Geboortedatum']",True,De geboortedatum is niet geldig voor het type passagier dat je hebt geselecteerd.
3,"['Número fiscal / número de seguridad social', 'Apellidos', 'Calle y número']",False,
2,"['Fødselsdato', 'Titel']",False,
5,"['Número do documento', 'Tipo de documento', 'Nome', 'Sobrenome', 'Data de nascimento']",True,Insira uma data de nascimento válida.
4,"['Document number', 'Last name', 'Document type', 'First name(s)']",False,
2,"['Cognome', 'Data di nascita']",False,
3,"['Numéro de document', 'Date de naissance', 'Type de document']",False,
4,"['Fornavn(e)', 'Efternavn', 'Fødselsdato', 'Køn']",False,
3,"['Numero documento', 'Tipo di documento', 'Data di nascita']",False,
4,"['Nombre', 'Apellidos', 'Tipo de documento', 'Número de documento']",False,
4,"['First name(s)', 'Last name', 'Document number', 'Document type']",False,
3,"['Nombre', 'Apellidos', 'Fecha de nacimiento']",False,
5,"['Date de naissance', 'Numéro de document', 'Type de document', 'Prénom', 'Nom']",False,
3,"['Codice fiscale / Numero di previdenza sociale', 'CAP', 'Via e numero civico']",False,
3,"['Sobrenome', 'Data de nascimento', 'Sexo']",False,
2,"['Prénom', 'Nom de famille']",False,
3,"['Nom', 'Prénom', 'Date de naissance']",True,Ne peut être antérieur à 1900 ou postérieur à la date actuelle.
6,"['Nome', 'Sobrenome', 'Cidade', 'CEP', 'Rua e número', 'País']",False,
2,"['CEP', 'Rua e número']",False,
4,"['Vorname(n)', 'Geburtsdatum', 'Nachname', 'Anrede']",False,
3,"['Achternaam', 'Geboortedatum', 'Geslacht']",False,
3,"['Numéro de document', 'Type de document', 'Date de naissance']",True,Ne peut être antérieur à 1900 ou postérieur à la date actuelle.
2,"['Nome', 'Titolo']",False,
6,"['Fornavn', 'Efternavn', 'By', 'Postnummer', 'Vejnavn og nummer', 'Land']",False,
3,"['Documentnummer', 'Achternaam', 'Documenttype']",False,
3,"['Nombre', 'Apellidos', 'Fecha de nacimiento']",False,
3,"['Nom', 'Prénom', 'Date de naissance']",True,La date de naissance n'est pas valide pour le type de passager sélectionné.
7,"['Fiscaal nummer / sofinummer', 'Voornaam', 'Achternaam', 'Plaats', 'Postcode', 'Straat en huisnummer', 'Land']",False,
3,"['Nom', 'Date de naissance', 'Sexe']",False,
3,"['Last name', 'First name(s)', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
2,"['Documenttype', 'Documentnummer']",False,
2,"['Apellidos', 'Título']",False,
3,"['Nome', 'Cognome', 'Via e numero civico']",False,
3,"['Cognome', 'Nome', 'Data di nascita']",False,
3,"['Nachname', 'Vorname(n)', 'Geburtsdatum']",True,Bitte geben Sie ein gültiges Geburtsdatum ein.
5,"['First name(s)', 'Last name', 'Document number', 'Date of birth', 'Document type']",False,
3,"['Nombre', 'Fecha de nacimiento', 'Apellidos']",False,
2,"['Fiscaal nummer / sofinummer', 'Straat en huisnummer']",False,
3,"['Número do documento', 'Sobrenome', 'Tipo de documento']",False,
1,['Umsatzsteuer-Identifikationsnummer'],False,
5,"['Data de nascimento', 'Número do documento', 'Tipo de documento', 'Nome', 'Sobrenome']",False,
2,"['Nom', 'Type de document']",False,
3,"['Prénom', 'Nom', 'Civilité']",False,
3,"['Nome', 'Cognome', 'Numero documento']",False,
1,['Country'],False,
5,"['Geburtsdatum', 'Dokumentnummer', 'Art des Dokuments', 'Vorname(n)', 'Nachname']",False,
5,"['Förnamn', 'Efternamn', 'Födelsedatum', 'Kön', 'Titel']",False,
2,"['Geschlecht', 'Geburtsdatum']",True,Ihr Geburtsdatum ist für die ausgewählte Altersgruppe nicht gültig.
2,"['Province', 'Vat number']",False,
4,"['Last name', 'Date of birth', 'Document number', 'Document type']",False,
3,"['Type de document', 'Date de naissance', 'Numéro de document']",False,
2,"['Geboortedatum', 'Titel']",False,
3,"['Número fiscal / número de seguridad social', 'Código postal', 'Calle y número']",False,
3,"['Vorname(n)', 'Nachname', 'Geschlecht']",False,
3,"['Geboortedatum', 'Documentnummer', 'Documenttype']",False,
3,"['Geboortedatum', 'Geslacht', 'Titel']",False,
3,"['Apellidos', 'Nombre', 'Título']",False,
5,"['Fecha de nacimiento', 'Apellidos', 'Número de documento', 'Tipo de documento', 'Nombre']",False,
1,['Street and number'],False,
2,"['Numéro fiscal / numéro de sécurité sociale', 'Prénom']",False,
4,"['Dokumentnummer', 'Vorname(n)', 'Nachname', 'Art des Dokuments']",False,
4,"['Plaats', 'Postcode', 'Bedrijfsnaam', 'Btw-nummer']",False,
4,"['Numéro fiscal / numéro de sécurité sociale', 'Ville', 'Code postal', 'Pays']",False,
3,"['Vorname(n)', 'Nachname', 'Geburtsdatum']",True,Ihr Geburtsdatum ist für die ausgewählte Altersgruppe nicht gültig.
3,"['Document number', 'First name(s)', 'Last name']",False,
5,"['Numéro de document', 'Prénom', 'Nom', 'Date de naissance', 'Type de document']",False,
2,"['Geboortedatum', 'Achternaam']",False,
5,"['First name(s)', 'Last name', 'Date of birth', 'Document number', 'Document type']",False,
2,"['Geburtsdatum', 'Geschlecht']",False,
7,"['Skattenummer / cpr-nummer', 'Fornavn', 'Efternavn', 'By', 'Postnummer', 'Vejnavn og nummer', 'Land']",False,
4,"['Prénom', 'Nom', 'Numéro de document', 'Type de document']",False,
2,"['Provincia', 'Partita IVA']",False,
2,"['Nombre', 'Tipo de documento']",False,
2,"['Cognome', 'Data di nascita']",False,
5,"['Cognome', 'Data di nascita', 'Numero documento', 'Tipo di documento', 'Nome']",False,
5,"['Documentnummer', 'Voorna(a)m(en', 'Achternaam', 'Geboortedatum', 'Documenttype']",False,
4,"['Sobrenome', 'Data de nascimento', 'Sexo', 'Nome']",False,
2,"['Code postal', 'Pays']",False,
1,['Vorname(n)'],False,
3,"['Etternavn', 'Dokumentnummer', 'Dokumenttype']",False,
3,"['Número do documento', 'Tipo de documento', 'Data de nascimento']",True,Insira uma data de nascimento válida.
1,['Rue et numéro'],False,
2,"['Geburtsdatum', 'Vorname(n)']",False,
3,"['Document number', 'First name(s)', 'Last name']",False,
2,"['Steuernummer / Sozialversicherungsnummer', 'Land']",False,
2,"['Dokumentnummer', 'Anrede']",False,
4,"['Stadt', 'Postleitzahl (PLZ)', 'Firmenname', 'Umsatzsteuer-Identifikationsnummer']",False,
2,"['Document number', 'Last name']",False,
2,"['Cognome', 'Provincia']",False,
3,"['Nome', 'Data di nascita', 'Genere']",False,
3,"['First name(s)', 'Document number', 'Document type']",False,
3,"['Vorname(n)', 'Nachname', 'Dokumentnummer']",False,
4,"['Número do documento', 'Nome', 'Sobrenome', 'Tipo de documento']",False,
2,"['Last name', 'Date of birth']",True,Cannot be before 1900 or after current date.
2,"['City', 'Postal code']",False,
1,['City'],False,
4,"['Fornavn', 'Etternavn', 'Fødselsdato', 'Kjønn']",False,
3,"['CAP', 'Provincia', 'Via e numero civico']",False,
4,"['Número de documento', 'Nombre', 'Apellidos', 'Fecha de nacimiento']",False,
4,"['Achternaam', 'Geboortedatum', 'Voorna(a)m(en', 'Titel']",False,
1,['Código postal'],False,
3,"['Nombre', 'Apellidos', 'Título']",False,
4,"['Nome', 'Sobrenome', 'Data de nascimento', 'Sexo']",False,
2,"['Partita IVA', 'Provincia']",False,
